Reference_ID,Deposit_Status,Assigned,Recieved_At,University,I_20_Status,Created_Date_Readable,Modified_Date_Readable
1320577,1,"Anna Kluemke, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1356800,1,"Catherine Donahue, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1356915,1,Ryan Stoeckel,2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1324918,1,"Rebecca Bahan, Mounika Bhuvana Maheswari Krishnamurthy, Alexander Mikhailov, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1319991,1,"Anna Kluemke, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1266321,1,"Naresh Dama, Catherine Donahue",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1374664,1,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1395095,0,"Catherine Donahue, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1369559,0,"Catherine Donahue, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1368068,0,"Catherine Donahue, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1382990,1,"Catherine Donahue, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1392437,1,"Victoria Dieckman, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1379209,1,"Catherine Donahue, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1397177,1,"Aaron Greenberg, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1301958,1,"Naresh Dama, Catherine Donahue",2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1384993,1,"Naresh Dama, Catherine Donahue, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1343861,1,"Naresh Dama, Catherine Donahue",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1396424,1,"Catherine Donahue, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1381771,1,"Anna Kluemke, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1356010,1,"Alexander Mikhailov, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1383875,1,"Catherine Donahue, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1354648,1,"Alexander Mikhailov, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1388996,1,"Naresh Dama, Alexander Mikhailov",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1400285,1,"Naresh Dama, Victoria Dieckman",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1365294,1,"Naresh Dama, Catherine Donahue, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1390340,1,"Naresh Dama, Alexander Mikhailov",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1389216,1,Prince Tetteh,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1373534,1,"Catherine Donahue, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1385545,1,"Mounika Bhuvana Maheswari Krishnamurthy, Alexander Mikhailov, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1396099,1,"Naresh Dama, Madeline Schurman",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1388474,1,"Catherine Donahue, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1375471,1,"Naresh Dama, Catherine Donahue, Susan Imbeah",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1385324,1,"Naresh Dama, Alexander Mikhailov",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1388621,1,"Catherine Donahue, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1329838,1,"Catherine Donahue, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1395234,1,"Anna Kluemke, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1338817,1,"Naresh Dama, Victoria Dieckman, Catherine Donahue",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1372401,1,"Naresh Dama, Catherine Donahue, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1364778,1,"Catherine Donahue, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1339178,1,"Mounika Bhuvana Maheswari Krishnamurthy, Cheng Zhang",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1391488,1,"Naresh Dama, Madeline Schurman",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1395501,1,"Mounika Bhuvana Maheswari Krishnamurthy, Jorge Jesus Pena Cevallos, Madeline Schurman",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1387760,1,"Naresh Dama, Madeline Schurman",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1402426,1,"Anna Kluemke, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1389471,1,"Alexander Mikhailov, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1374253,1,"Catherine Donahue, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1395245,1,"Mounika Bhuvana Maheswari Krishnamurthy, Cheng Zhang",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1382488,1,"Mounika Bhuvana Maheswari Krishnamurthy, Alexander Mikhailov, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1399365,1,"Victoria Dieckman, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1390179,1,"Naresh Dama, Cheng Zhang",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1391953,1,"Anna Kluemke, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1395721,1,"Rebecca Bahan, Naresh Dama",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1401710,1,"Naresh Dama, Anna Kluemke",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1390774,1,"Naresh Dama, Jorge Jesus Pena Cevallos, Cheng Zhang",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1391391,1,"Naresh Dama, Madeline Schurman",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1396184,1,"Naresh Dama, Anna Kluemke",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1403152,1,"Anna Kluemke, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1383362,1,"Catherine Donahue, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1399366,1,"Naresh Dama, Catherine Donahue",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1373686,1,"Catherine Donahue, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1313862,1,"Naresh Dama, Aaron Greenberg, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1349550,1,"Catherine Donahue, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1394142,1,"Anna Kluemke, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1397084,1,"Mounika Bhuvana Maheswari Krishnamurthy, Madeline Schurman",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1373483,1,Naresh Dama,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1359508,1,"Mounika Bhuvana Maheswari Krishnamurthy, Alexander Mikhailov",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1389345,1,"Anna Kluemke, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1377716,1,"Catherine Donahue, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1338784,1,"Anna Kluemke, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1354599,1,"Naresh Dama, Catherine Donahue",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1361493,1,"Naresh Dama, Victoria Dieckman, Catherine Donahue",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1239665,1,Catherine Donahue,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1378540,1,"Jorge Jesus Pena Cevallos, Cheng Zhang",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1401904,1,"Alexander Mikhailov, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1394686,1,"Naresh Dama, Madeline Schurman",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1389722,1,"Catherine Donahue, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1391109,1,"Jorge Jesus Pena Cevallos, Madeline Schurman",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1349517,1,"Catherine Donahue, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1388927,1,"Jorge Jesus Pena Cevallos, Madeline Schurman",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1328913,1,"Mounika Bhuvana Maheswari Krishnamurthy, Alexander Mikhailov",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1327823,1,"Naresh Dama, Catherine Donahue",2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1358360,1,"Catherine Donahue, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1395119,1,"Naresh Dama, Victoria Dieckman",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1352890,1,"Naresh Dama, Alexander Mikhailov",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1329237,1,"Naresh Dama, Alexander Mikhailov",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1374241,1,"Naresh Dama, Anna Kluemke",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1381052,1,"Catherine Donahue, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1389824,1,"Catherine Donahue, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1398870,1,"Mounika Bhuvana Maheswari Krishnamurthy, Alexander Mikhailov",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1326010,1,"Catherine Donahue, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1397083,1,"Naresh Dama, Madeline Schurman",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1304276,1,"Mounika Bhuvana Maheswari Krishnamurthy, Alexander Mikhailov, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1378600,1,"Naresh Dama, Madeline Schurman",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1382257,1,"Jorge Jesus Pena Cevallos, Cheng Zhang",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1329273,1,Naresh Dama,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1328543,1,"Catherine Donahue, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1376369,1,"Naresh Dama, Catherine Donahue",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1388465,1,"Rebecca Bahan, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1377715,1,"Catherine Donahue, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1351479,1,"Naresh Dama, Catherine Donahue",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1392528,1,"Aaron Greenberg, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1391851,1,"Catherine Donahue, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1324269,1,"Catherine Donahue, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1303262,1,"Naresh Dama, Alexander Mikhailov, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1397800,1,"Naresh Dama, Catherine Donahue",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1316580,1,"Naresh Dama, Alexander Mikhailov, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1382259,1,"Catherine Donahue, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1402000,1,"Naresh Dama, Catherine Donahue, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1400224,1,"Naresh Dama, Victoria Dieckman",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1363626,1,"Naresh Dama, Alexander Mikhailov",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1396180,1,"Mounika Bhuvana Maheswari Krishnamurthy, Alexander Mikhailov",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1387303,1,"Naresh Dama, Catherine Donahue",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1401112,1,"Naresh Dama, Catherine Donahue",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1378954,1,"Catherine Donahue, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1362287,1,"Naresh Dama, Catherine Donahue, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1377308,1,"Alexander Mikhailov, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1402278,1,"Naresh Dama, Victoria Dieckman, Alexander Mikhailov",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1351421,1,"Susan Imbeah, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1383708,1,"Catherine Donahue, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1361199,1,"Naresh Dama, Cheng Zhang",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1385556,1,Alexander Mikhailov,2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1381954,1,"Mounika Bhuvana Maheswari Krishnamurthy, Alexander Mikhailov, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1309383,1,"Naresh Dama, Madeline Schurman",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1391531,1,"Jorge Jesus Pena Cevallos, Madeline Schurman",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1379164,1,"Anna Kluemke, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1384163,1,"Anna Kluemke, Mounika Bhuvana Maheswari Krishnamurthy",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1327330,1,"Catherine Donahue, Mounika Bhuvana Maheswari Krishnamurthy, Jason Marquart, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1399173,1,"Naresh Dama, Catherine Donahue",2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1350353,1,"Catherine Donahue, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1266972,1,"Mounika Bhuvana Maheswari Krishnamurthy, Madeline Schurman",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1342145,1,"Naresh Dama, Cheng Zhang",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1385904,1,"Alexander Mikhailov, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1319413,1,"Naresh Dama, Catherine Donahue",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1352021,1,"Susan Imbeah, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1391808,1,"Mounika Bhuvana Maheswari Krishnamurthy, Alexander Mikhailov, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1379287,1,"Naresh Dama, Mounika Bhuvana Maheswari Krishnamurthy, Madeline Schurman",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1369749,1,"Catherine Donahue, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1388420,1,"Naresh Dama, Catherine Donahue",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1318805,1,"Catherine Donahue, Mounika Bhuvana Maheswari Krishnamurthy, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1384785,1,"Naresh Dama, Catherine Donahue",2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1386298,1,"Jorge Jesus Pena Cevallos, Madeline Schurman",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1385450,1,"Naresh Dama, Catherine Donahue",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1396049,1,"Victoria Dieckman, Prince Tetteh",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1369532,1,NULL,2025-05-27 11:58:00,Saint Louis University,0,2025-06-15 15:05:43,2025-06-15 15:05:43
1393680,1,"Naresh Dama, Catherine Donahue",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1390159,1,"Naresh Dama, Catherine Donahue",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
1319478,1,"Alexander Mikhailov, Jorge Jesus Pena Cevallos",2025-05-27 11:58:00,Saint Louis University,1,2025-06-15 15:05:43,2025-06-15 15:05:43
